STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",8/30/1975,0,0,0,,28.3,16.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",8/31/1975,0,0,0,,27.2,15.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/1/1975,0,0,0,,25,15.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/2/1975,0,0,0,,27.8,15.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/3/1975,0,0,0,,28.9,15,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/4/1975,0,0,0,,30,18.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/5/1975,0,0,0,,29.4,18.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/6/1975,0,0,0,,27.8,17.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/7/1975,0,0,0,,27.2,18.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/8/1975,0,0,0,,25,18.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/9/1975,0,0,0,,19.4,17.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/10/1975,0,0,0,,23.3,16.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/11/1975,0,0,0,,21.7,16.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/12/1975,0,0,0,,22.8,15.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/13/1975,0,0,0,,24.4,17.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/14/1975,0,0,0,,25.6,17.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/15/1975,0,0,0,,30,18.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/16/1975,0,0,0,,32.8,20,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/17/1975,0,0,0,,32.8,21.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/18/1975,0,0,0,,30.6,20,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/19/1975,0,0,0,,30.6,18.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/20/1975,0,0,0,,29.4,18.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/21/1975,0,0,0,,28.9,17.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/22/1975,0,0,0,,36.7,18.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/23/1975,0,0,0,,38.9,22.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/24/1975,0,0,0,,38.9,23.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/25/1975,0,0,0,,35.6,23.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/26/1975,0,0,0,,31.1,20.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/27/1975,0,0,0,,25,16.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/28/1975,0,0,0,,25,15.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/29/1975,0,0,0,,23.9,16.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",9/30/1975,0,0,0,,24.4,17.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/1/1975,0,0,0,,24.4,17.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/2/1975,0,0,0,,28.9,17.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/3/1975,0,0,0,,33.3,18.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/4/1975,0,0,0,,33.9,18.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/5/1975,0,0,0,,29.4,16.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/6/1975,1.3,0,0,,22.2,17.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/7/1975,0,0,0,,21.7,16.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/8/1975,0,0,0,,22.8,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/9/1975,0,0,0,,21.7,15,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/10/1975,0,0,0,,22.2,15.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/11/1975,4.3,0,0,,21.1,15.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/12/1975,0,0,0,,21.1,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/13/1975,0,0,0,,22.2,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/14/1975,0,0,0,,27.8,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/15/1975,0,0,0,,30,15,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/16/1975,0,0,0,,31.1,16.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/17/1975,0,0,0,,25,14.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/18/1975,0,0,0,,18.9,13.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/19/1975,0,0,0,,20,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/20/1975,0,0,0,,22.8,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/21/1975,0,0,0,,17.8,15,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/22/1975,0,0,0,,19.4,15,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/23/1975,0,0,0,,23.9,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/24/1975,0,0,0,,23.3,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/25/1975,0,0,0,,23.9,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/26/1975,0,0,0,,22.8,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/27/1975,0,0,0,,21.1,13.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/28/1975,0,0,0,,23.9,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/29/1975,0,0,0,,24.4,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/30/1975,1.3,0,0,,19.4,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/31/1975,0,0,0,,21.1,10.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/1/1975,0,0,0,,24.4,10.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/2/1975,0,0,0,,22.8,12.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/3/1975,0,0,0,,26.7,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/4/1975,0,0,0,,26.7,12.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/5/1975,0,0,0,,18.3,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/6/1975,0,0,0,,18.9,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/7/1975,0,0,0,,21.1,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/8/1975,0,0,0,,17.8,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/9/1975,0,0,0,,23.3,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/10/1975,0,0,0,,20,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/11/1975,0,0,0,,25.6,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/12/1975,0,0,0,,30,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/13/1975,0,0,0,,30,15,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/14/1975,0,0,0,,27.2,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/15/1975,0,0,0,,24.4,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/16/1975,0,0,0,,19.4,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/17/1975,0,0,0,,18.3,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/18/1975,0,0,0,,17.2,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/19/1975,0,0,0,,19.4,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/20/1975,0,0,0,,20.6,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/21/1975,0,0,0,,22.8,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/22/1975,0,0,0,,23.9,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/23/1975,0,0,0,,26.7,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/24/1975,0,0,0,,25.6,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/25/1975,0,0,0,,26.7,12.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/26/1975,0,0,0,,23.9,13.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/27/1975,0,0,0,,15.6,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/28/1975,0,0,0,,12.2,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/29/1975,0,0,0,,13.9,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/30/1975,0,0,0,,17.2,4.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/1/1975,0,0,0,,23.3,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/2/1975,0,0,0,,25.6,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/3/1975,0,0,0,,21.1,10.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/4/1975,0,0,0,,15.6,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/5/1975,0,0,0,,16.1,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/6/1975,0,0,0,,21.7,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/7/1975,0,0,0,,26.1,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/8/1975,0,0,0,,28.3,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/9/1975,0,0,0,,27.2,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/10/1975,0,0,0,,17.2,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/11/1975,0,0,0,,15.6,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/12/1975,8.1,0,0,,12.8,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/13/1975,0,0,0,,13.3,5.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/14/1975,0,0,0,,15.6,4.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/15/1975,0,0,0,,21.1,2.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/16/1975,0,0,0,,19.4,4.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/17/1975,0,0,0,,18.3,4.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/18/1975,0,0,0,,22.8,5.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/19/1975,0,0,0,,16.1,4.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/20/1975,0,0,0,,21.1,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/21/1975,0,0,0,,18.3,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/22/1975,0,0,0,,18.9,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/23/1975,0,0,0,,19.4,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/24/1975,0,0,0,,21.1,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/25/1975,0,0,0,,20.6,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/26/1975,0,0,0,,21.1,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/27/1975,0,0,0,,20,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/28/1975,0,0,0,,25.6,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/29/1975,0,0,0,,22.2,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/30/1975,0,0,0,,18.3,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/31/1975,0,0,0,,14.4,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/1/1976,0,0,0,,14.4,3.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/2/1976,0,0,0,,14.4,1.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/3/1976,0,0,0,,16.7,2.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/4/1976,0,0,0,,17.8,4.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/5/1976,0,0,0,,18.3,4.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/6/1976,0,0,0,,16.7,5,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/7/1976,0,0,0,,21.1,5,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/8/1976,0,0,0,,22.2,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/9/1976,0,0,0,,17.2,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/10/1976,0,0,0,,17.2,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/11/1976,0,0,0,,21.1,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/12/1976,0,0,0,,18.9,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/13/1976,0,0,0,,24.4,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/14/1976,0,0,0,,27.2,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/15/1976,0,0,0,,28.9,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/16/1976,0,0,0,,30,12.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/17/1976,0,0,0,,30.6,13.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/18/1976,0,0,0,,22.8,10.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/19/1976,0,0,0,,24.4,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/20/1976,0,0,0,,27.2,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/21/1976,0,0,0,,25.6,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/22/1976,0,0,0,,25.6,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/23/1976,0,0,0,,20,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/24/1976,0,0,0,,17.2,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/25/1976,0,0,0,,18.9,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/26/1976,0,0,0,,25,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/27/1976,0,0,0,,26.7,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/28/1976,0,0,0,,28.3,10.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/29/1976,0,0,0,,26.7,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/30/1976,0,0,0,,23.3,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/31/1976,0,0,0,,28.9,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/1/1976,0,0,0,,28.3,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/2/1976,0,0,0,,23.3,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/3/1976,0,0,0,,13.3,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/4/1976,7.9,0,0,,11.1,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/5/1976,25.7,0,0,,11.7,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/6/1976,16,0,0,,13.3,5.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/7/1976,3.3,0,0,,13.3,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/8/1976,14.7,0,0,,13.3,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/9/1976,23.1,0,0,,13.3,10.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/10/1976,3,0,0,,16.7,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/11/1976,0,0,0,,21.7,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/12/1976,0,0,0,,20.6,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/13/1976,0,0,0,,16.7,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/14/1976,0,0,0,,16.7,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/15/1976,0,0,0,,14.4,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/16/1976,0,0,0,,16.1,5.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/17/1976,0,0,0,,19.4,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/18/1976,0,0,0,,21.1,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/19/1976,0,0,0,,15,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/20/1976,0,0,0,,20,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/21/1976,0,0,0,,23.3,5.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/22/1976,0,0,0,,25,10.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/23/1976,0.5,0,0,,22.2,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/24/1976,0,0,0,,16.7,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/25/1976,0,0,0,,20.6,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/26/1976,0,0,0,,21.7,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/27/1976,0,0,0,,23.3,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/28/1976,0,0,0,,23.3,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/29/1976,0,0,0,,16.1,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/1/1976,25.7,0,0,,12.8,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/2/1976,15.2,0,0,,11.1,3.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/3/1976,0,0,0,,11.7,3.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/4/1976,0,0,0,,14.4,1.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/5/1976,0,0,0,,17.8,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/6/1976,0,0,0,,19.4,4.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/7/1976,0,0,0,,18.3,5.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/8/1976,0,0,0,,16.1,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/9/1976,4.6,0,0,,15.6,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/10/1976,0.5,0,0,,13.9,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/11/1976,0,0,0,,13.9,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/12/1976,0,0,0,,21.7,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/13/1976,0,0,0,,22.2,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/14/1976,0,0,0,,22.8,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/15/1976,0,0,0,,26.7,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/16/1976,0,0,0,,28.3,15.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/17/1976,0,0,0,,26.1,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/18/1976,0,0,0,,17.8,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/19/1976,0,0,0,,18.3,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/20/1976,0,0,0,,24.4,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/21/1976,0,0,0,,29.4,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/22/1976,0,0,0,,28.9,13.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/23/1976,0,0,0,,22.2,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/24/1976,0,0,0,,20.6,12.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/25/1976,0,0,0,,20,12.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/26/1976,0,0,0,,26.7,10.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/27/1976,0,0,0,,20.6,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/28/1976,0,0,0,,18.3,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/29/1976,0,0,0,,20.6,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/30/1976,0,0,0,,25.6,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/31/1976,0,0,0,,23.9,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/1/1976,0,0,0,,20,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/2/1976,0,0,0,,21.1,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/3/1976,5.8,0,0,,13.3,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/4/1976,1.5,0,0,,12.2,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/5/1976,0,0,0,,13.9,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/6/1976,0,0,0,,17.2,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/7/1976,0,0,0,,20,8.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/8/1976,3.6,0,0,,15.6,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/9/1976,0,0,0,,19.4,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/10/1976,0,0,0,,18.9,9.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/11/1976,0,0,0,,16.1,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/12/1976,8.4,0,0,,15.6,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/13/1976,0.5,0,0,,13.9,7.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/14/1976,0,0,0,,17.2,6.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/15/1976,1.5,0,0,,14.4,8.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/16/1976,0,0,0,,16.1,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/17/1976,0,0,0,,18.9,6.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/18/1976,0,0,0,,19.4,7.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/19/1976,0,0,0,,26.1,10,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/20/1976,0,0,0,,28.3,13.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/21/1976,0,0,0,,24.4,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/22/1976,0,0,0,,20,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/23/1976,0,0,0,,18.9,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/24/1976,0,0,0,,21.1,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/25/1976,0,0,0,,21.1,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/26/1976,0,0,0,,22.2,11.1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/27/1976,0,0,0,,18.3,12.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/28/1976,0,0,0,,20,12.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/29/1976,0,0,0,,21.1,10.6,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/30/1976,0,0,0,,28.9,12.2,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/1/1976,0,0,0,,27.8,13.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/2/1976,0,0,0,,23.3,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/3/1976,0,0,0,,16.1,13.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/4/1976,0,0,0,,20,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/5/1976,0,0,0,,16.1,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/6/1976,1.3,0,0,,14.4,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/7/1976,0,0,0,,20,11.7,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/8/1976,0,0,0,,22.2,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/9/1976,0,0,0,,22.8,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/10/1976,0,0,0,,22.8,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/11/1976,0,0,0,,26.7,14.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/12/1976,0,0,0,,30,14.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/13/1976,0,0,0,,31.1,14.4,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/14/1976,0,0,0,,27.2,15,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/15/1976,0,0,0,,23.9,15,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/16/1976,0,0,0,,22.2,13.9,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/17/1976,0,0,0,,22.8,13.3,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/18/1976,0,0,0,,25,12.8,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/19/1976,0,0,0,,23.3,12.8,
